Author,Title,Poetry Foundation ID,Content,Length,Topics
Elizabeth Barrett Browning,"Sonnets from the Portuguese 35: If I leave all for thee, wilt thou exchange",43741,"If I leave all for thee, wilt thou exchange
And be all to me? Shall I never miss
Home-talk and blessing and the common kiss
That comes to each in turn, nor count it strange,
When I look up, to drop on a new range
Of walls and floors ... another home than this?
Nay, wilt thou fill that place by me which is
Filled by dead eyes too tender to know change?
That's hardest. If to conquer love, has tried,
To conquer grief, tries more ... as all things prove;
For grief indeed is love and grief beside.
Alas, I have grieved so I am hard to love.
Yet love me-wilt thou? Open thine heart wide,
And fold within, the wet wings of thy dove",127,"dead eyes, common kiss, strange, hard, grief, blessing, alas, wings, wide, walls"
Elizabeth Barrett Browning,Sonnets from the Portuguese 22: When our two souls stand up erect and strong,43738,"When our two souls stand up erect and strong,
Face to face, silent, drawing nigh and nigher,
Until the lengthening wings break into fire
At either curvéd point, - what bitter wrong
Can the earth do to us, that we should not long
Be here contented ? Think. In mounting higher,
The angels would press on us, and aspire
To drop some golden orb of perfect song
Into our deep, dear silence. Let us stay
Rather on earth, Belovèd, - where the unfit
Contrarious moods of men recoil away
And isolate pure spirits, and permit
A place to stand and love in for a day,
With darkness and the death-hour rounding it",109,"dear silence, isolate pure, pure spirits, lengthening wings, death-hour rounding, curvéd point, contrarious moods, wrong"
Elizabeth Barrett Browning,A Man's Requirements,50335,"I
Love me Sweet, with all thou art,
Feeling, thinking, seeing;
Love me in the lightest part,
Love me in full being.

II
Love me with thine open youth
In its frank surrender;
With the vowing of thy mouth,
With its silence tender.

III
Love me with thine azure eyes,
Made for earnest granting;
Taking colour from the skies,
Can Heaven's truth be wanting?

IV
Love me with their lids, that fall
Snow-like at first meeting;
Love me with thine heart, that all
Neighbours then see beating.

V
Love me with thine hand stretched out
Freely-open-minded:
Love me with thy loitering foot,-
Hearing one behind it.

VI
Love me with thy voice, that turns
Sudden faint above me;
Love me with thy blush that burns
When I murmur Love me!

VII
Love me with thy thinking soul,
Break it to love-sighing;
Love me with thy thoughts that roll
On through living-dying.

VIII
Love me when in thy gorgeous airs,
When the world has crowned thee;
Love me, kneeling at thy prayers,
With the angels round thee.

IX
Love me pure, as musers do,
Up the woodlands shady:
Love me gaily, fast and true
As a winsome lady.

X
Through all hopes that keep us brave,
Farther off or nigher,
Love me for the house and grave,
And for something higher.

XI
Thus, if thou wilt prove me, Dear,
Woman's love no fable.
I will love thee-half a year-
As a man is able",245,"gorgeous airs, sudden faint, silence tender, open youth, azure eyes, truth, true, sweet, hopes, hand, grave"
Elizabeth Barrett Browning,"from
  
  
   Aurora Leigh
  
  , Third Book",145569,"Why what a pettish, petty thing I grow,-
A mere, mere woman,-a mere flaccid nerve,-
A kerchief left out all night in the rain,
Turned soft so,-overtasked and overstrained
And overlived in this close London life!
And yet I should be stronger.
Never burn
Your letters, poor Aurora! for they stare
With red seals from the table, saying each,
'Here's something that you know not",68,"mere woman, london life, stronger, poor, petty, table, soft, seals, rain, pettish, night, nerve"
Emily Dickinson,The Moon is distant from the Sea - (387,52198,"The Moon is distant from the Sea -
And yet, with Amber Hands -
She leads Him - docile as a Boy -
Along appointed Sands -

He never misses a Degree -
Obedient to Her eye -
He comes just so far - toward the Town -
Just so far - goes away -

Oh, Signor, Thine, the Amber Hand -
And mine - the distant Sea -
Obedient to the least command
Thine eye impose on me -",65,"distant sea, impose, hand, town, signor, sands, obedient, mine, hands, docile, degree, command"
Emily Dickinson,Safe in their Alabaster Chambers (124,45719,"Safe in their Alabaster Chambers -
Untouched by Morning -
and untouched by noon -
Sleep the meek members of the Resurrection,
Rafter of Satin and Roof of Stone -

Grand go the Years,
In the Crescent above them -
Worlds scoop their Arcs -
and Firmaments - row -
Diadems - drop -
And Doges surrender -
Soundless as Dots,
On a Disk of Snow",55,"meek members, alabaster chambers, safe, grand, drop, years, worlds, untouched, stone"
Emily Dickinson,To fight aloud is very brave - (138,55871,"To fight aloud, is very brave -
But gallanter, I know
Who charge within the bosom
The Calvalry of Wo -

Who win, and nations do not see -
Who fall - and none observe -
Whose dying eyes, no Country
Regards with patriot love -

We trust, in plumed procession
For such, the Angels go -
Rank after Rank, with even feet -
And Uniforms of snow",60,"plumed procession, brave, uniforms, snow, rank, patriot, nations"
Emily Dickinson,"It was not Death, for I stood up, (355",44085,"Highlight Actions
Enable or disable annotations
It was not Death, for I stood up,
And all the Dead, lie down -
It was not Night, for all the Bells
Put out their
Tongues
Tongues
The clappers inside of the bells
, for Noon.

It was not Frost, for on my Flesh
I felt
Siroccos
Siroccos
Hot winds. The Emily Dickinson Lexicon includes definitions from the American Dictionary of the English Language (1844): ""A pernicious wind that blows from the south-east in Italy, called the Syrian wind. It is said to resemble the steam from the mouth of an oven.""
- crawl -
Nor Fire - for just my marble feet
Could keep a
Chancel,
Chancel
The section near the altar of a church
cool -

And yet, it tasted, like them all,
The Figures I have seen
Set orderly, for Burial
Reminded me, of mine -

As if my life were shaven,
And fitted to a frame,
And could not breathe without a key,
And it was like Midnight, some -

When everything that ticked - has stopped -
And space stares - all around -
Or Grisly frosts - first Autumn morns,
Repeal the Beating Ground -

But most, like Chaos - Stopless - cool -
Without a Chance, or
spar
spar
The top mast of a ship
-
Or even a Report of Land -
To justify - Despair",213,"beating ground, syrian wind, space stares, pernicious wind, marble feet, english language, disable annotations, dickinson lexicon, american dictionary, highlight, fire, despair, death, dead, cool"
Emily Dickinson,The Props assist the House (729,48747,"The Props assist the House
Until the House is built
And then the Props withdraw
And adequate, erect,
The House support itself
And cease to recollect
The Augur and the Carpenter -
Just such a retrospect
Hath the perfected Life -
A Past of Plank and Nail
And slowness - then the scaffolds drop
Affirming it a Soul -",55,"perfected life, house support, drop, adequate, soul, slowness, scaffolds, retrospect, props, plank, past, nail, erect, cease"
Emily Dickinson,The Soul has Bandaged moments - (360,56453,"The Soul has Bandaged moments -
When too appalled to stir -
She feels some ghastly Fright come up
And stop to look at her -

Salute her, with long fingers -
Caress her freezing hair -
Sip, Goblin, from the very lips
The Lover - hovered - over -
Unworthy, that a thought so mean
Accost a Theme - so - fair -

The soul has moments of escape -
When bursting all the doors -
She dances like a Bomb, abroad,
And swings opon the Hours,

As do the Bee - delirious borne -
Long Dungeoned from his Rose -
Touch Liberty - then know no more -
But Noon, and Paradise

The Soul's retaken moments -
When, Felon led along,
With shackles on the plumed feet,
And staples, in the song,

The Horror welcomes her, again,
These, are not brayed of Tongue ",127,"retaken moments, plumed feet, unworthy, lover, horror, freezing, fair"
Emily Dickinson,My Life had stood - a Loaded Gun (764,52737,"My Life had stood - a Loaded Gun -
In Corners - till a Day
The Owner passed - identified -
And carried Me away -

And now We roam in Sovreign Woods -
And now We hunt the Doe -
And every time I speak for Him
The Mountains straight reply -

And do I smile, such cordial light
Opon the Valley glow -
It is as a Vesuvian face
Had let it's pleasure through -

And when at Night - Our good Day done -
I guard My Master's Head -
It is better than the Eider Duck's
Deep Pillow - to have shared -

To foe of His - I'm deadly foe -
None stir the second time -
On whom I lay a Yellow Eye -
Or an emphatic Thumb -

Though I than He - may longer live
He longer must - than I -
For I have but the power to kill,
Without - the power to die ",142,"loaded gun, yellow eye, vesuvian face, sovreign woods, emphatic thumb, eider duck, deep pillow, cordial light"
Emily Dickinson,Publication - is the Auction (788,52204,"Publication - is the Auction
Of the Mind of Man -
Poverty - be justifying
For so foul a thing

Possibly - but We - would rather
From Our Garret go
White - unto the White Creator -
Than invest - Our Snow -

Thought belong to Him who gave it -
Then - to Him Who bear
It's Corporeal illustration - sell
The Royal Air -

In the Parcel - Be the Merchant
Of the Heavenly Grace -
But reduce no Human Spirit
To Disgrace of Price -",74,"human spirit, white creator, corporeal illustration, poverty, heavenly, disgrace, snow, sell, publication, price, possibly, parcel, mind"
Emily Dickinson,Crumbling is not an instant's Act (1010,56823,"Crumbling is not an instant's Act
A fundamental pause
Dilapidation's processes
Are organized Decays -

It is first a Cobweb on the Soul
A Cuticle of Dust
A Borer in the Axis
An Elemental Rust -

Ruin is formal - Devil's work
Consecutive and slow -
Fail in an instant, no man did
Slipping - is Crashe's law -",57,"fundamental pause, elemental rust, ruin, fail, devil, decays, borer, work, soul, slow"
Emily Dickinson,"After great pain, a formal feeling comes - (372",47651,"After great pain, a formal feeling comes -
The Nerves sit ceremonious, like Tombs -
The stiff Heart questions 'was it He, that bore,'
And 'Yesterday, or Centuries before'?

The Feet, mechanical, go round -
A Wooden way
Of Ground, or Air, or Ought -
Regardless grown,
A Quartz contentment, like a stone -

This is the Hour of Lead -
Remembered, if outlived,
As Freezing persons, recollect the Snow -
First - Chill - then Stupor - then the letting go -",72,"quartz contentment, formal feeling, stiff heart, heart questions, pain, nerves, freezing, bore, yesterday, wooden, stone"
